"gene","significance_GSE13507","significance_GSE3167","significance_GSE37817","significance_GSE52519","significance_GSE65635","significance_GSE7476","significance_GSE76211","score"
"101929081",NA,NA,NA,NA,NA,"not significant",NA,0
"101929082",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929083",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929084",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929093",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929099",NA,NA,NA,NA,NA,NA,"not significant",0
"101929109",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929110",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929111",NA,NA,NA,NA,NA,"not significant",NA,0
"101929116",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929120",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929121",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929122",NA,NA,NA,NA,NA,"not significant",NA,0
"101929123",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929124",NA,NA,NA,NA,NA,NA,"not significant",0
"101929125",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929127",NA,NA,NA,NA,NA,NA,"not significant",0
"101929130",NA,NA,NA,NA,NA,NA,"not significant",0
"101929140",NA,NA,NA,NA,NA,NA,"not significant",0
"101929144",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929145",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929147",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929148",NA,"not significant",NA,NA,NA,"not significant",NA,0
"101929151",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929153",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929154",NA,NA,NA,NA,NA,"not significant",NA,0
"101929159",NA,NA,NA,NA,NA,NA,"not significant",0
"101929162",NA,NA,NA,NA,NA,NA,"not significant",0
"101929163",NA,NA,NA,NA,NA,NA,"not significant",0
"101929164",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929172",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929174",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929176",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929179",NA,NA,NA,NA,NA,NA,"not significant",0
"101929180",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929181",NA,NA,NA,NA,NA,"not significant",NA,0
"101929188",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929194",NA,NA,NA,NA,NA,NA,"not significant",0
"101929196",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929198",NA,NA,NA,NA,NA,"not significant",NA,0
"101929208",NA,NA,NA,NA,NA,"not significant",NA,0
"101929210",NA,NA,NA,NA,NA,"not significant",NA,0
"101929212",NA,NA,NA,NA,NA,"not significant",NA,0
"101929215",NA,NA,NA,NA,NA,NA,"not significant",0
"101929222",NA,NA,NA,NA,NA,NA,"not significant",0
"101929224",NA,NA,NA,NA,NA,"not significant",NA,0
"101929225",NA,NA,NA,NA,NA,"not significant",NA,0
"101929229",NA,NA,NA,NA,NA,"not significant",NA,0
"101929237",NA,NA,NA,NA,NA,NA,"not significant",0
"101929238",NA,NA,NA,NA,NA,NA,"not significant",0
"101929239",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929241",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929243",NA,NA,NA,NA,NA,"not significant",NA,0
"101929244",NA,NA,NA,NA,NA,NA,"not significant",0
"101929247",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929248",NA,NA,NA,NA,NA,"not significant",NA,0
"101929255",NA,NA,NA,NA,NA,"not significant",NA,0
"101929260",NA,NA,NA,NA,NA,"not significant",NA,0
"101929261",NA,NA,NA,NA,NA,"not significant",NA,0
"101929265",NA,NA,NA,NA,NA,"not significant",NA,0
"101929268",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929269",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929272",NA,"not significant",NA,NA,NA,"not significant",NA,0
"101929279",NA,NA,NA,NA,NA,"not significant",NA,0
"101929284",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929288",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929290",NA,NA,NA,NA,NA,NA,"not significant",0
"101929295",NA,NA,NA,NA,NA,NA,"not significant",0
"101929297",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929305",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929312",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929315",NA,NA,NA,NA,NA,"not significant",NA,0
"101929319",NA,NA,NA,NA,NA,"not significant",NA,0
"101929328",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929329",NA,NA,NA,NA,NA,NA,"not significant",0
"101929335",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929340",NA,NA,NA,NA,NA,"not significant",NA,0
"101929341",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929344",NA,NA,NA,NA,NA,"not significant",NA,0
"101929350",NA,NA,NA,NA,NA,NA,"not significant",0
"101929372",NA,NA,NA,NA,NA,"not significant",NA,0
"101929378",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929380",NA,NA,NA,NA,NA,NA,"not significant",0
"101929384",NA,NA,NA,NA,NA,"not significant",NA,0
"101929390",NA,NA,NA,NA,NA,NA,"not significant",0
"101929397",NA,NA,NA,NA,NA,NA,"not significant",0
"101929398",NA,NA,NA,NA,NA,"not significant",NA,0
"101929402",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929406",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929407",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929410",NA,NA,NA,NA,NA,"not significant",NA,0
"101929412",NA,NA,NA,NA,NA,NA,"not significant",0
"101929413",NA,NA,NA,NA,NA,"not significant",NA,0
"101929423",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929437",NA,NA,NA,NA,NA,"not significant",NA,0
"101929439",NA,NA,NA,NA,NA,NA,"not significant",0
"101929441",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929450",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929454",NA,NA,NA,NA,NA,"not significant",NA,0
"101929457",NA,NA,NA,NA,NA,NA,"not significant",0
"101929459",NA,NA,NA,NA,NA,"not significant",NA,0
"101929460",NA,NA,NA,NA,NA,"not significant",NA,0
"101929464",NA,NA,NA,NA,NA,"not significant",NA,0
"101929467",NA,NA,NA,NA,NA,"not significant",NA,0
"101929468",NA,NA,NA,NA,NA,NA,"not significant",0
"101929472",NA,NA,NA,NA,NA,"not significant",NA,0
"101929473",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929475",NA,NA,NA,NA,NA,"not significant",NA,0
"101929478",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929480",NA,NA,NA,NA,NA,"not significant",NA,0
"101929486",NA,NA,NA,NA,NA,"not significant",NA,0
"101929488",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929495",NA,NA,NA,NA,NA,"not significant",NA,0
"101929497",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929504",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929505",NA,NA,NA,NA,NA,"not significant",NA,0
"101929511",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929512",NA,NA,NA,NA,NA,"not significant",NA,0
"101929517",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929520",NA,NA,NA,NA,NA,"not significant",NA,0
"101929524",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929526",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929528",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929529",NA,NA,NA,NA,NA,"not significant",NA,0
"101929536",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929538",NA,NA,NA,NA,NA,"not significant",NA,0
"101929549",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929550",NA,"significant",NA,NA,NA,"not significant","not significant",0.0612244897959184
"101929552",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929557",NA,NA,NA,NA,NA,"not significant",NA,0
"101929559",NA,NA,NA,NA,NA,NA,"not significant",0
"101929563",NA,NA,NA,NA,NA,NA,"not significant",0
"101929570",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929572",NA,NA,NA,NA,NA,NA,"not significant",0
"101929575",NA,NA,NA,NA,NA,NA,"not significant",0
"101929577",NA,NA,NA,NA,NA,NA,"not significant",0
"101929582",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929584",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929586",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929591",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929592",NA,NA,NA,NA,NA,"not significant",NA,0
"101929595",NA,NA,NA,NA,NA,NA,"not significant",0
"101929607",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929609",NA,NA,NA,NA,NA,"not significant",NA,0
"101929620",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929621",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929622",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929623",NA,NA,NA,NA,NA,"not significant",NA,0
"101929624",NA,NA,NA,NA,NA,NA,"not significant",0
"101929628",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929631",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929634",NA,NA,NA,NA,NA,NA,"not significant",0
"101929645",NA,NA,NA,NA,NA,"not significant",NA,0
"101929651",NA,NA,NA,NA,NA,"not significant",NA,0
"101929653",NA,NA,NA,NA,NA,NA,"not significant",0
"101929655",NA,NA,NA,NA,NA,"not significant",NA,0
"101929657",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929660",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929662",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929663",NA,NA,NA,NA,NA,NA,"not significant",0
"101929679",NA,NA,NA,NA,NA,NA,"not significant",0
"101929680",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929681",NA,NA,NA,NA,NA,"not significant",NA,0
"101929684",NA,NA,NA,NA,NA,"not significant",NA,0
"101929690",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929693",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929694",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929705",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929707",NA,NA,NA,NA,NA,NA,"not significant",0
"101929709",NA,NA,NA,NA,NA,"not significant",NA,0
"101929715",NA,NA,NA,NA,NA,"not significant",NA,0
"101929717",NA,NA,NA,NA,NA,"not significant",NA,0
"101929718",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929719",NA,NA,NA,NA,NA,"not significant",NA,0
"101929721",NA,NA,NA,NA,NA,NA,"not significant",0
"101929726",NA,"not significant",NA,NA,NA,"not significant",NA,0
"101929730",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929736",NA,NA,NA,NA,NA,NA,"not significant",0
"101929741",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929743",NA,NA,NA,NA,NA,NA,"not significant",0
"101929745",NA,NA,NA,NA,NA,"not significant",NA,0
"101929748",NA,NA,NA,NA,NA,"not significant",NA,0
"101929752",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929760",NA,NA,NA,NA,NA,"not significant",NA,0
"101929762",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929765",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929767",NA,NA,NA,NA,NA,NA,"not significant",0
"101929770",NA,NA,NA,NA,NA,NA,"not significant",0
"101929774",NA,NA,NA,NA,NA,"not significant",NA,0
"101929819",NA,NA,NA,NA,NA,NA,"not significant",0
"101929881",NA,NA,NA,NA,NA,NA,"not significant",0
"101929897",NA,NA,NA,NA,NA,"not significant",NA,0
"101929902",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929926",NA,NA,NA,NA,NA,"not significant",NA,0
"101929947",NA,NA,NA,NA,NA,"not significant",NA,0
"101929963",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929977",NA,NA,NA,NA,NA,"not significant","not significant",0
"101929989",NA,NA,NA,NA,NA,"not significant",NA,0
"101929998",NA,NA,NA,NA,NA,NA,"not significant",0
"10193","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"101930028",NA,NA,NA,NA,NA,"not significant",NA,0
"101930081",NA,NA,NA,NA,NA,"not significant","not significant",0
"101930085",NA,NA,NA,NA,NA,"not significant",NA,0
"101930105",NA,"not significant",NA,NA,NA,"not significant",NA,0
"101930112",NA,NA,NA,NA,NA,"not significant",NA,0
"101930114",NA,NA,NA,NA,NA,"not significant",NA,0
"101930149",NA,NA,NA,NA,NA,"not significant","not significant",0
"101930164",NA,NA,NA,NA,NA,"not significant","not significant",0
"101930370",NA,NA,NA,NA,NA,"not significant","not significant",0
"101930421",NA,NA,NA,NA,NA,"not significant","not significant",0
"101930452",NA,NA,NA,NA,NA,"not significant","not significant",0
"10194","not significant",NA,"significant","not significant","significant","significant","not significant",0.36734693877551
"10195","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"101954204",NA,NA,NA,NA,NA,"not significant",NA,0
"10196","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10197","not significant","significant","not significant","not significant","not significant","significant","not significant",0.285714285714286
"101978719",NA,NA,NA,NA,NA,"not significant",NA,0
"10198","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10199","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"102","not significant","significant","not significant","not significant","significant","significant","not significant",0.428571428571429
"1020","not significant","not significant","not significant","not significant","significant","significant","not significant",0.285714285714286
"10200","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"10201","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10202","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"10203","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10204","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10205","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"10206","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"102060282",NA,NA,NA,NA,NA,"not significant",NA,0
"10207","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10208","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10209","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"1021","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10210","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10211","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10212","significant","significant",NA,"not significant","significant","significant","not significant",0.489795918367347
"10213","not significant","significant","not significant","not significant","significant","not significant","not significant",0.285714285714286
"10214","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"10215","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"102157400",NA,NA,NA,NA,NA,NA,"not significant",0
"102157402",NA,"not significant",NA,NA,NA,"not significant","not significant",0
"10216","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10217","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"10218","significant","not significant","not significant",NA,"significant","not significant","not significant",0.244897959183673
"10219","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"1022","not significant","significant","not significant","not significant","not significant","not significant","not significant",0.142857142857143
"10220","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"10221","not significant","significant","significant","significant","not significant","significant","not significant",0.571428571428571
"102216341",NA,NA,NA,NA,NA,NA,"not significant",0
"10223","not significant","significant","not significant",NA,"not significant","not significant","not significant",0.122448979591837
"102238594",NA,NA,NA,NA,NA,NA,"not significant",0
"10224","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10225","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10226","not significant","significant","not significant","not significant","not significant","not significant","not significant",0.142857142857143
"10227","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"10228","not significant","not significant","not significant","not significant","significant","significant","not significant",0.285714285714286
"10229","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10230","not significant","not significant","not significant",NA,"significant","not significant","not significant",0.122448979591837
"10231","not significant","not significant","not significant","not significant","significant","significant","not significant",0.285714285714286
"10232","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10233","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"10234","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"10235","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"10236","not significant","significant","not significant","not significant","not significant","not significant","not significant",0.142857142857143
"10237","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"10238","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
